PLAYER,YEAR,POS,NO SHOES,WITH SHOES,REACH,WEIGHT,WINGSPAN,WING DIFF,SHUTTLE,3/4 SPRINT,STD VERT,MAX VERT,BENCH,BODY FAT %,HAND L,HAND W
Russell Westbrook,2008,PG,74.25,75.50,100.0,192.0,79.75,5.50,,3.08,30.0,36.5,12,4.8%,,
Ryan Boatright,2015,PG,70.00,71.00,92.5,169.6,72.50,2.50,3.05,3.26,32.0,41.0,10,6.6%,7.50,8.75
Ryan Carroll,2001,WING,76.00,,99.0,202.0,80.25,4.25,,3.10,34.5,39.0,14,8.0%,,
Ryan Gomes,2004,COMBO F,78.50,79.75,106.5,248.0,86.00,7.50,,3.24,26.5,30.5,9,,,
Ryan Humphrey,2002,COMBO F,78.00,,104.5,223.0,84.00,6.00,,3.20,31.5,37.5,13,,,
Ryan Kelly,2013,BIG,81.75,83.75,110.0,228.0,83.50,1.75,,,,,,14.8%,9.00,10.00
Ryan Richards,2010,BIG,82.50,83.75,110.0,230.2,85.50,3.00,,3.37,25.0,28.5,4,8.0%,9.00,9.75
Ryvon Covile,2007,BIG,79.00,80.50,107.5,250.0,85.25,6.25,,3.37,25.0,30.5,19,8.0%,,
Sagaba Konate,2018,BIG,78.50,79.50,106.5,246.0,84.00,5.50,3.36,3.28,31.5,35.0,,7.4%,9.25,10.00
Sam Clancy,2001,BIG,78.25,,107.0,242.0,86.75,8.50,,3.13,31.0,34.0,15,8.0%,,
Sam Dekker,2015,WING,79.75,81.00,106.0,218.6,83.50,3.75,2.96,3.28,25.5,34.5,5,7.5%,8.50,9.25
Sam Hoskin,2003,BIG,79.25,,107.5,261.0,82.75,3.50,,,,,24,,,
Sam Young,2009,WING,77.25,78.75,105.5,222.8,82.75,5.50,,3.45,27.5,33.0,,4.9%,,
Sammy Mejia,2007,WING,77.00,79.00,105.0,218.0,83.00,6.00,,3.49,27.0,31.5,7,8.3%,,
Sani Ibrahim,2003,BIG,80.50,,109.5,229.0,85.00,4.50,,3.40,26.0,30.5,12,9.3%,,
Sasha Kaun,2008,BIG,81.00,82.75,110.0,247.0,88.00,7.00,,3.20,29.0,32.0,13,9.6%,,
Sasha Vujacic,2003,COMBO G,77.50,,101.0,193.0,77.50,0.00,,,,,0,14.1%,,
Schea Cotton,2000,WING,76.25,,100.0,219.5,79.00,2.75,,3.00,34.0,38.0,19,,,
Scott Machado,2012,PG,73.00,74.00,94.5,205.8,76.00,3.00,,3.30,27.0,32.5,17,5.8%,8.50,9.50
Scotty Hopson,2011,WING,77.75,78.50,103.5,204.6,82.50,4.75,,3.18,32.5,36.0,10,4.8%,8.50,10.00
Sean Banks,2005,WING,77.75,79.00,108.0,206.4,85.00,7.25,,3.35,25.0,31.5,7,,,
Sean Dockery,2006,COMBO G,72.75,74.00,95.5,182.0,76.50,3.75,,3.34,29.0,33.0,4,7.3%,,
Sean Kennedy,2002,PG,72.75,,96.0,182.0,74.50,1.75,,3.28,22.5,26.5,0,,,
Sean Kilpatrick,2014,WING,74.50,76.25,99.0,218.7,79.00,4.50,,,,,,9.2%,9.00,9.00
Sean Lampley,2001,WING,77.50,,101.0,213.0,81.25,3.75,,3.12,36.0,40.0,12,8.0%,,
Sean May,2005,BIG,79.00,80.50,105.0,258.8,85.25,6.25,,3.29,30.0,33.0,12,,,
Sean Singletary,2008,PG,71.00,72.00,95.0,183.8,76.50,5.50,,,26.0,,18,4.2%,,
Semaj Christon,2014,PG,73.50,75.25,99.0,186.0,78.50,5.00,3.21,3.32,30.5,36.5,,5.3%,8.50,8.25
Semi Ojeleye,2017,WING,77.25,78.75,102.0,241.4,81.75,4.50,3.07,3.16,35.0,40.5,,5.5%,8.75,9.50
Sergei Lishouk,2004,COMBO F,82.25,83.50,109.5,244.0,84.00,1.75,,,,,,10.5%,,
Seth Curry,2013,WING,73.00,75.00,97.5,179.2,76.00,3.00,,,,,,9.6%,8.00,8.25
Shabazz Muhammad,2013,WING,76.75,78.25,104.5,221.8,83.00,6.25,2.93,3.32,29.5,37.0,10,9.0%,9.00,10.00
Shabazz Napier,2014,PG,71.00,73.00,93.0,175.2,75.25,4.25,3.13,3.20,30.5,37.5,,7.4%,8.25,8.50
Shaheen Holloway,2000,PG,69.50,,91.0,174.0,70.00,0.50,,3.32,,,6,,,
Shai Gilgeous-Alexander,2018,PG,76.50,78.00,104.0,180.0,83.50,7.00,,,,,,3.0%,9.00,9.00
Shake Milton,2018,COMBO G,76.50,77.50,99.5,207.2,84.75,8.25,3.19,3.25,29.5,33.0,,6.8%,8.75,9.50
Shamorie Ponds,2019,PG,71.50,72.50,96.5,180.0,75.50,4.00,3.07,3.20,29.0,37.0,0,9.8%,7.75,8.00
Shan Foster,2008,WING,76.00,77.25,103.5,194.5,83.50,7.50,,3.24,30.0,33.0,10,6.3%,,
Shane Battier,2001,COMBO F,80.25,,105.0,229.0,82.50,2.25,,3.30,29.5,33.0,12,9.3%,,
Shane Larkin,2013,PG,70.25,71.50,89.5,170.8,70.75,0.50,3.03,3.08,34.5,44.0,12,3.8%,7.50,8.75
Sharrod Ford,2005,BIG,79.25,80.25,106.0,212.8,85.50,6.25,,3.20,28.5,37.0,9,,,
Shaun Livingston,2004,COMBO G,78.25,79.50,105.5,186.0,83.00,4.75,,3.23,26.5,30.0,,6.7%,,
Shaun Pruitt,2008,BIG,80.25,81.00,107.5,242.2,85.00,4.75,,3.40,27.0,32.5,10,13.8%,,
Shawn James,2008,BIG,79.75,81.00,111.0,217.0,89.00,9.25,,,,,6,9.2%,,
Shawne Williams,2006,COMBO F,79.25,80.75,104.0,227.0,87.00,7.75,,3.30,32.0,31.0,,8.0%,,
Shelden Williams,2006,BIG,79.50,80.50,104.0,258.0,88.25,8.75,,3.59,29.0,33.5,25,11.4%,,
Sheldon McClellan,2016,WING,77.00,78.25,99.5,198.2,79.00,2.00,3.04,3.26,35.0,41.5,,4.8%,8.00,8.00
Shelvin Mack,2011,PG,73.00,74.50,96.5,209.0,79.50,6.50,,3.18,32.0,39.0,17,7.1%,8.25,9.25
Sherron Collins,2010,PG,70.25,71.75,94.0,217.2,74.50,4.25,,3.24,27.5,33.0,,9.2%,8.50,9.50
Simisola Shittu,2019,BIG,80.50,81.50,106.0,227.2,85.25,4.75,3.24,3.30,27.0,35.5,11,6.2%,8.75,8.50
Sindarius Thornwell,2017,WING,75.50,76.75,103.0,211.6,82.00,6.50,3.03,3.36,27.0,30.5,,7.8%,8.75,8.75
SirValiant Brown,2001,PG,71.00,,92.5,176.0,76.00,5.00,,3.00,31.0,39.5,10,6.7%,,
Skal Labissiere,2016,BIG,82.50,83.75,105.5,215.8,86.50,4.00,,,,,,5.7%,8.75,9.00
Smush Parker,2002,COMBO G,74.50,,107.5,179.0,82.00,7.50,,3.26,21.0,28.5,1,,,
Solomon Alabi,2010,BIG,83.50,84.75,113.0,237.4,89.00,5.50,,3.68,22.5,26.0,10,5.0%,9.25,9.25
Solomon Hill,2013,WING,77.50,79.00,103.0,226.0,81.00,3.50,2.91,3.19,29.5,37.5,14,7.6%,9.00,10.50
Solomon Jones,2006,BIG,80.50,81.75,109.0,224.0,88.75,8.25,,3.30,32.0,39.0,6,7.4%,,
Sonny Weems,2008,WING,76.00,77.50,104.0,193.0,82.00,6.00,,2.96,29.0,36.5,12,4.4%,,
Souleymane Camara,2003,COMBO F,81.75,,109.0,211.0,86.25,4.50,,3.20,28.5,34.5,2,9.9%,,
Souleymane Wane,2001,BIG,80.50,,109.0,235.0,89.00,8.50,,3.46,29.0,30.5,9,11.2%,,
Spalding Ray,2018,BIG,81.00,82.25,109.0,215.4,88.75,7.75,3.19,3.34,26.0,32.0,,5.6%,9.25,9.00
Speedy Claxton,2000,PG,70.50,,94.5,166.0,72.00,1.50,,3.06,36.0,42.5,6,,,
Spencer Dinwiddie,2014,PG,76.50,78.00,103.0,204.9,80.25,3.75,,,,,,5.4%,8.25,9.00
Spencer Hawes,2007,BIG,82.00,84.75,110.0,244.0,84.50,2.50,,3.51,26.0,29.0,9,13.0%,,
Stanley Burrell,2008,PG,73.50,74.50,97.5,201.0,78.25,4.75,,3.19,29.5,34.5,21,5.6%,,
Stanley Johnson,2015,WING,77.00,78.50,102.0,241.8,83.50,6.50,,,,,,7.5%,9.00,9.00
Stanley Robinson,2010,WING,78.50,79.75,107.5,213.2,84.00,5.50,,3.23,,37.5,6,8.3%,9.00,9.00
Stephane Lasme,2007,BIG,77.00,79.00,107.0,213.0,86.00,9.00,,3.22,29.5,36.0,17,4.9%,,
Stephane Pelle,2003,COMBO F,79.00,,107.0,246.0,86.00,7.00,,3.27,28.5,33.0,17,12.4%,,
Stephen Curry,2009,COMBO G,74.00,75.25,97.0,181.0,75.50,1.50,,3.28,29.5,35.5,10,5.7%,,
Stephen Zimmerman,2016,BIG,82.25,83.75,108.5,234.0,87.25,5.00,3.16,3.43,26.0,31.0,,11.2%,9.00,9.00
Steve Logan,2002,PG,70.00,,92.5,207.0,71.75,1.75,,,,,11,,,
Steve Novak,2006,WING,80.00,81.25,103.0,216.0,81.50,1.50,,3.37,24.5,31.0,5,8.1%,,
Steven Adams,2013,BIG,82.75,84.00,109.5,254.5,88.50,5.75,3.02,3.40,28.5,33.0,16,6.7%,9.50,11.00
Steven Hunter,2001,BIG,82.25,,108.0,224.0,88.00,5.75,,3.15,30.5,38.5,11,5.3%,,
Steven Smith,2006,COMBO F,79.50,81.25,104.0,238.0,84.50,5.00,,3.40,29.5,34.5,15,7.8%,,
Svi Mykhailiuk,2017,WING,78.50,79.50,100.0,219.6,77.00,-1.50,3.25,3.53,27.0,33.0,,11.4%,8.00,9.25
Sviatoslav Mykhailiuk,2018,WING,78.50,79.75,100.0,211.6,76.75,-1.75,3.17,3.15,30.5,37.0,,8.5%,8.25,9.50
Sylven Landesberg,2010,WING,76.75,78.25,100.5,210.0,81.00,4.25,,3.36,28.0,32.0,8,11.6%,8.75,10.75
Sylvere Bryan,2002,BIG,81.00,,109.5,226.0,88.50,7.50,,3.20,28.5,29.5,13,,,
T.J. Ford,2003,PG,71.00,,93.5,162.0,71.50,0.50,,3.20,32.5,39.5,0,6.7%,,
T.J. Warren,2014,WING,79.00,80.25,104.0,220.2,82.25,3.25,3.04,3.26,27.0,35.5,,8.0%,8.75,9.00
Tacko Fall,2019,BIG,89.25,91.00,122.5,288.8,98.25,9.00,3.46,3.78,22.0,26.5,8,6.8%,10.50,10.50
Taj Gibson,2009,BIG,80.50,81.75,109.0,214.4,88.00,7.50,,3.41,25.5,30.0,12,6.6%,,
Taj Gray,2006,COMBO F,79.25,80.50,107.0,231.0,84.75,5.50,,3.45,28.5,33.0,10,6.8%,,
Takais Brown,2008,BIG,79.25,80.50,106.0,252.0,82.00,2.75,,3.25,29.0,31.0,22,9.2%,,
Talen Horton-Tucker,2019,COMBO G,74.50,76.00,103.0,235.4,85.25,10.75,3.43,3.34,26.0,34.5,10,8.4%,9.50,9.75
Tamar Slay,2002,WING,78.75,,104.0,203.0,83.50,4.75,,3.09,32.5,38.0,11,,,
Taquan Dean,2006,COMBO G,74.00,75.00,98.0,183.0,78.75,4.75,,3.20,30.5,34.5,16,3.9%,,
Tarence Kinsey,2006,WING,76.75,77.50,100.5,179.0,78.75,2.00,,3.30,29.0,35.5,5,4.1%,,
TaShawn Thomas,2015,BIG,79.25,80.00,108.0,240.2,86.00,6.75,3.24,3.47,26.0,30.5,9,12.4%,9.00,9.25
Tate Decker,2001,WING,81.25,,107.0,218.0,83.75,2.50,,3.47,25.5,28.5,13,13.6%,,
Taurean Green,2007,PG,71.00,72.75,96.0,173.0,74.25,3.25,,3.26,29.0,32.5,8,4.6%,,
Taurean Prince,2016,WING,78.50,79.75,102.0,220.2,83.50,5.00,2.80,3.24,34.0,36.0,,6.5%,9.00,8.50
Taylor Coppenrath,2005,COMBO F,79.75,81.25,106.5,252.4,83.50,3.75,,3.44,24.5,27.0,5,,,
Teddy Dupay,2002,PG,69.50,,90.6,178.0,70.75,1.25,,3.19,28.0,33.0,16,,,
Tedric Hill,2006,COMBO F,79.75,81.00,107.0,236.0,85.00,5.25,,3.24,30.0,36.5,1,7.3%,,
Terance Mann,2019,WING,76.75,78.50,101.0,204.6,79.75,3.00,3.14,3.30,32.5,38.5,6,4.0%,9.50,9.25
Terence Davis,2019,COMBO G,75.00,76.50,101.0,192.4,80.75,5.75,2.96,3.28,29.5,34.0,13,4.1%,9.25,10.75
Terence Dials,2006,BIG,79.75,81.00,106.0,253.0,84.00,4.25,,3.50,26.5,30.0,16,15.8%,,
Terran Petteway,2015,WING,76.75,78.00,104.5,209.2,83.25,6.50,3.10,3.32,25.0,31.0,15,4.9%,8.25,8.25
Terrance Ferguson,2017,WING,77.50,79.00,103.0,184.4,80.75,3.25,3.22,3.32,28.5,38.0,,5.8%,8.50,10.00
Terrance Roberson,2000,WING,77.50,,103.5,209.0,80.00,2.50,,,29.0,32.5,11,,,
Terrence Jones,2012,COMBO F,80.25,81.50,107.0,252.0,86.25,6.00,,3.40,29.5,34.5,12,7.7%,9.00,10.00
Terrence Ross,2012,WING,78.00,79.00,100.5,196.6,79.25,1.25,,3.28,31.0,37.5,2,3.2%,8.75,10.25
Terrence Williams,2009,WING,77.00,78.25,103.5,213.2,81.00,4.00,,3.18,30.5,37.0,9,5.1%,,
Terrico White,2010,COMBO G,75.75,77.00,101.0,202.6,81.00,5.25,,3.15,31.0,40.0,10,3.7%,9.00,10.50
Terry Rozier,2015,COMBO G,72.50,74.25,98.5,190.2,80.25,7.75,2.84,3.15,33.0,38.0,7,5.6%,8.25,8.50
Thaddeus Young,2007,WING,77.75,79.50,106.0,210.0,83.50,5.75,,3.19,34.5,37.0,13,4.9%,,
Thanasis Antetokounmpo,2014,WING,77.25,78.25,104.5,205.2,84.00,6.75,3.05,3.18,31.5,39.5,,6.1%,9.00,9.75
Theo Pinson,2018,WING,77.00,78.75,103.5,211.2,82.75,5.75,3.11,3.22,27.0,34.0,,7.4%,9.00,9.00
Theron Smith,2003,COMBO F,78.50,,104.5,234.0,82.25,3.75,,3.10,28.5,32.0,25,9.3%,,
Thomas Bryant,2017,BIG,81.50,82.75,112.5,247.8,90.00,8.50,3.12,3.37,25.5,33.0,,9.4%,9.50,10.25
Thomas Robinson,2012,BIG,79.75,80.75,106.0,244.2,87.25,7.50,,3.17,28.5,35.5,15,5.0%,9.75,10.50
Thomas Welsh,2017,BIG,83.50,84.50,109.5,254.0,84.00,0.50,,,,,,10.9%,9.00,10.50
Thon Maker,2016,BIG,83.75,84.75,110.5,216.0,87.00,3.25,3.09,3.33,32.0,36.5,,6.1%,8.75,9.50
Tiago Splitter,2004,BIG,82.25,83.75,109.5,233.0,86.00,3.75,,3.38,26.0,31.5,8,5.3%,,
Tim Bowers,2004,COMBO G,72.50,73.75,98.0,181.0,81.00,8.50,,3.21,37.0,43.5,13,2.6%,,
Tim Hardaway Jr.,2013,WING,76.50,78.25,101.0,199.4,79.00,2.50,2.93,3.25,31.5,37.5,16,6.1%,8.00,9.25
Tim Pickett,2004,COMBO G,75.00,76.25,100.5,207.0,79.50,4.50,,,,,,6.0%,,
Tito Maddox,2002,PG,75.00,,99.0,200.0,77.00,2.00,,3.24,27.0,32.5,0,,,
TJ Cummings,2004,WING,79.50,80.75,106.5,215.0,81.50,2.00,,3.12,27.0,31.0,6,6.7%,,
TJ Leaf,2017,BIG,80.75,81.75,107.0,222.2,83.00,2.25,3.27,3.27,29.0,34.5,,6.8%,8.50,9.50
TJ McConnell,2015,PG,72.50,74.00,96.5,187.8,74.00,1.50,3.09,3.30,26.0,31.5,7,7.3%,7.50,7.00
Tobias Harris,2011,COMBO F,78.50,79.75,103.5,222.8,83.00,4.50,,3.17,31.5,37.5,12,8.4%,8.75,9.00
Tom Timmerrmans,2004,BIG,82.50,83.50,107.5,272.0,83.00,0.50,,3.63,23.0,26.5,15,15.2%,,
Tomas Satoransky,2012,COMBO G,78.50,79.50,100.0,200.6,79.25,0.75,,,,,,5.2%,8.50,9.50
Tommy Smith,2003,COMBO F,81.00,,107.5,200.0,86.50,5.50,,3.14,30.0,33.0,2,6.7%,,
Toney Douglas,2009,PG,73.00,74.00,97.5,183.4,78.00,5.00,,3.03,28.0,32.5,15,5.2%,,
Tony Allen,2004,WING,75.50,76.25,102.0,214.0,81.00,5.50,,3.19,31.5,36.5,17,6.7%,,
Tony Bobbitt,2004,WING,74.75,76.00,100.0,185.0,79.00,4.25,,,,,1,7.3%,,
Tony Bradley,2017,BIG,81.25,82.75,112.5,248.8,89.00,7.75,2.99,3.44,24.5,27.5,,12.0%,9.50,9.50
Tony Carr,2018,PG,75.00,76.50,100.0,198.8,80.25,5.25,3.39,3.17,25.0,31.5,,6.5%,8.50,9.75
Tony Mitchell,2013,WING,77.25,78.25,100.0,216.4,82.00,4.75,,3.47,31.5,40.0,14,5.7%,8.50,10.00
Tony Mitchell Jr.,2012,COMBO F,79.50,80.75,106.5,236.4,86.50,7.00,3.25,3.52,33.5,38.0,13,5.6%,9.00,10.00
Tony Snell,2013,WING,78.00,79.25,105.5,198.2,83.50,5.50,2.84,3.25,30.0,36.5,7,4.9%,9.00,9.50
Tony Wroten,2012,PG,76.75,78.00,101.0,203.2,81.00,4.25,,3.24,30.0,35.5,0,5.2%,8.00,9.00
Torin Francis,2006,BIG,81.00,82.00,105.5,247.0,85.00,4.00,,3.51,26.5,32.0,9,12.4%,,
Tory Walker,2001,WING,78.75,,104.5,187.0,83.25,4.50,,3.25,28.0,33.0,7,6.7%,,
Trae Young,2018,PG,72.50,73.75,95.5,177.8,75.00,2.50,,,,,,5.4%,8.00,9.25
Travis Diener,2005,COMBO G,71.75,73.00,93.5,165.2,71.75,0.00,,3.26,24.5,31.0,1,,,
Travis Hansen,2003,WING,76.50,,100.5,200.0,78.50,2.00,,3.18,31.5,35.0,16,6.0%,,
Travis Leslie,2011,WING,75.00,76.25,103.0,205.0,82.50,7.50,,3.13,33.0,40.5,10,8.1%,8.75,9.25
Travis Robinson,2002,WING,77.25,,104.5,211.0,82.50,5.25,,3.43,26.0,33.0,3,,,
Tre Simmons,2005,WING,76.00,77.00,102.5,194.2,79.50,3.50,,3.18,27.0,31.5,3,,,
Tremont Waters,2019,PG,69.50,70.75,93.5,172.4,74.25,4.75,3.11,3.07,30.5,40.5,5,6.6%,8.00,9.75
Trent Plaisted,2008,BIG,81.25,82.25,105.5,240.0,82.50,1.25,,3.17,30.5,35.5,14,11.0%,,
Trenton Hassell,2001,WING,76.25,,99.5,205.0,80.00,3.75,,3.29,35.5,37.5,12,5.3%,,
Treveon Graham,2015,WING,76.00,77.75,103.0,219.4,82.50,6.50,3.15,3.30,28.5,31.5,11,5.5%,8.50,8.25
Trevon Duval,2018,PG,73.50,74.50,97.5,191.0,80.25,6.75,3.08,3.18,34.0,41.5,,5.2%,8.75,10.00
Trevor Ariza,2004,WING,79.00,80.25,107.5,201.0,86.00,7.00,,3.29,29.5,32.0,8,8.0%,,
Trevor Booker,2010,BIG,78.25,79.50,106.0,235.8,81.75,3.50,,3.10,31.0,36.0,22,7.3%,9.00,9.50
Trevor Harvey,2003,BIG,81.50,,109.5,245.0,85.00,3.50,,3.32,29.5,32.0,11,10.5%,,
Trevor Mbakwe,2013,BIG,78.75,80.00,106.5,235.8,88.00,9.25,2.97,3.32,30.0,36.5,21,5.9%,9.50,11.50
Trey Burke,2013,PG,71.75,73.25,97.5,187.0,77.50,5.75,3.01,3.16,29.5,36.5,3,6.9%,8.25,8.75
Trey Johnson,2007,WING,75.00,77.75,98.0,216.0,77.00,2.00,,3.31,26.5,35.0,18,5.4%,,
Trey Lyles,2015,BIG,81.00,82.25,108.0,241.2,85.50,4.50,,,,,,12.1%,9.25,10.25
Trey Thompkins,2011,BIG,80.50,81.75,107.5,239.0,85.00,4.50,,3.41,27.5,30.5,15,15.5%,9.25,9.75
Tristan Thompson,2011,BIG,79.50,80.75,108.5,227.4,85.25,5.75,,3.26,30.0,35.0,9,6.2%,8.75,9.25
Troy Bell,2003,PG,72.25,,97.5,178.0,77.00,4.75,,3.06,34.5,41.0,17,5.3%,,
Troy Brown,2018,WING,77.75,78.75,105.0,208.0,82.25,4.50,3.28,3.33,26.0,33.0,,7.1%,9.00,9.75
Troy Murphy,2001,BIG,81.75,,105.5,230.0,83.00,1.25,,3.43,28.5,34.5,11,11.7%,,
Troy Ostler,2001,COMBO F,80.75,,106.5,200.0,85.50,4.75,,3.50,26.5,29.5,2,8.0%,,
Troy Williams,2016,WING,77.75,78.75,102.0,217.8,80.25,2.50,3.08,3.35,30.0,36.0,,10.0%,8.25,9.25
Tu Holloway,2012,PG,70.50,71.75,94.5,186.8,77.50,7.00,,3.42,28.0,35.0,12,8.5%,8.75,10.00
Ty Jerome,2019,PG,76.25,77.50,98.0,194.4,76.00,-0.25,3.12,3.40,26.0,31.5,2,6.5%,8.25,9.50
Ty Lawson,2009,PG,71.25,72.50,94.5,196.6,72.75,1.50,,3.12,29.0,36.5,14,6.6%,,
Tyler Cook,2019,BIG,79.25,80.75,106.5,245.4,84.50,5.25,3.10,3.28,27.5,32.0,11,6.1%,9.50,10.75
Tyler Dorsey,2017,WING,75.00,76.50,99.5,182.6,77.25,2.25,2.98,3.16,30.5,36.0,,4.7%,8.50,9.25
Tyler Ennis,2014,PG,73.00,74.50,98.0,181.5,79.25,6.25,2.84,3.30,29.0,36.0,,6.2%,8.25,8.75
Tyler Hansbrough,2009,BIG,80.25,81.50,106.0,234.2,83.50,3.25,,3.27,27.5,34.0,18,8.5%,,
Tyler Harvey,2015,WING,74.75,76.00,98.5,181.4,77.50,2.75,2.93,3.44,26.0,28.5,1,9.2%,7.75,8.75
Tyler Herro,2019,COMBO G,76.50,78.00,100.5,192.4,75.25,-1.25,,,,,,7.1%,8.00,8.75
Tyler Honeycutt,2011,WING,78.75,80.25,105.0,186.8,81.00,2.25,,3.07,30.0,37.0,,5.3%,8.50,9.50
Tyler Lydon,2017,BIG,80.25,81.50,107.5,215.0,84.00,3.75,2.81,3.46,29.5,33.5,,13.6%,8.75,8.75
Tyler Smith,2009,WING,77.25,78.00,104.5,212.0,81.75,4.50,,3.24,29.0,33.5,10,7.0%,,
Tyler Ulis,2016,PG,68.75,70.00,88.5,149.2,74.00,5.25,2.88,3.20,32.5,38.0,,5.2%,7.50,7.50
Tyler Zeller,2012,BIG,83.25,84.50,104.5,247.4,84.00,0.75,,3.40,30.0,34.0,16,6.4%,9.00,9.75
Tyreke Evans,2009,COMBO G,76.00,77.25,104.0,220.6,83.25,7.25,,3.17,28.5,34.0,7,7.1%,,
Tyrone Brazelton,2008,PG,70.00,71.00,94.0,166.0,73.75,3.75,,3.25,30.0,34.0,8,8.1%,,
Tyrus Thomas,2006,COMBO F,79.25,80.25,108.0,217.0,87.00,7.75,,3.20,34.0,39.5,8,5.6%,,
Tyshawn Taylor,2012,PG,74.75,76.00,97.5,177.0,78.25,3.50,,3.20,32.0,36.5,0,4.2%,8.75,8.75
Tyson Chandler,2001,COMBO F,83.50,,110.0,224.0,87.00,3.50,,3.36,31.0,33.5,2,6.7%,,
Tyus Battle,2018,WING,77.00,78.75,102.0,200.2,81.00,4.00,2.86,3.07,32.0,37.5,,4.0%,8.50,9.25
Tyus Jones,2015,PG,72.50,74.00,97.0,184.6,77.00,4.50,2.95,3.32,26.5,32.5,2,6.5%,8.25,8.75
Uche Nsonwu-Amadi,2003,BIG,79.75,,106.5,246.0,87.75,8.00,,3.25,27.5,29.0,21,6.0%,,
Uche Okafor,2002,BIG,81.00,,112.0,229.0,89.50,8.50,,3.34,24.5,25.0,10,,,
Udoka Azubuike,2018,BIG,82.00,84.25,112.5,273.8,91.00,9.00,3.65,3.12,31.0,31.5,,8.0%,9.50,10.00
Udonis Haslem,2002,BIG,79.75,,107.0,250.0,83.00,3.25,,3.31,28.5,33.5,22,,,
Ugonna Okyekwe,2003,WING,79.25,,109.0,228.0,87.00,7.75,,3.20,32.0,36.5,8,4.3%,,
V.J. Beachem,2017,WING,78.25,80.00,104.5,193.4,82.25,4.00,3.19,3.26,30.0,37.0,,6.8%,8.50,9.00
Vander Blue,2013,WING,75.50,77.25,100.5,197.4,78.00,2.50,2.70,3.14,28.0,37.5,4,4.6%,8.50,9.50
Vassil Evtimov,2000,BIG,81.75,,106.5,262.0,82.50,0.75,,3.52,21.0,28.5,13,,,
Victor Oladipo,2013,WING,75.25,76.25,100.5,213.2,81.25,6.00,3.14,3.25,33.0,42.0,15,6.6%,8.75,9.25
Viktor Keyru,2006,COMBO G,77.25,78.00,104.0,202.0,81.25,4.00,,3.24,29.0,34.5,11,5.5%,,
Vince Hunter,2015,BIG,78.75,79.50,104.5,208.4,83.00,4.25,3.06,3.26,33.5,37.5,13,4.6%,9.00,8.75
Vincent Yarbrough,2002,WING,77.50,,104.5,202.0,84.50,7.00,,3.32,30.0,34.0,10,,,
Vladimir Golubovic,2008,BIG,83.25,84.25,111.5,258.0,86.50,3.25,,3.33,21.5,27.0,15,6.9%,,
Wade Baldwin IV,2016,PG,74.50,76.00,100.0,201.8,83.25,8.75,3.01,3.19,32.5,38.0,,5.2%,9.00,9.75
Wayne Ellington,2009,WING,76.25,77.25,100.0,202.4,78.50,2.25,,3.20,31.5,38.0,13,5.5%,,
Wayne Selden,2016,WING,76.25,77.75,101.0,232.4,82.50,6.25,,,,,,7.3%,9.00,9.25
Wayne Simien,2005,BIG,79.25,81.00,107.0,255.8,84.00,4.75,,3.35,27.0,27.5,11,,,
Wayne Wallace,2003,BIG,79.25,,108.0,187.0,86.00,6.75,,3.24,29.5,36.0,6,4.6%,,
Wendell Carter,2018,BIG,80.75,82.00,109.0,196.2,88.50,7.75,,,,,,7.9%,8.50,9.00
Wesley Iwundu,2017,WING,77.50,78.75,105.5,193.4,85.00,7.50,3.23,3.36,31.5,36.0,,4.0%,8.75,9.50
Wesley Johnson,2010,WING,78.25,79.25,106.0,206.4,85.00,6.75,,3.14,32.0,37.0,16,4.6%,9.00,9.50
Wesley Wilson,2003,BIG,82.25,,110.5,257.0,87.00,4.75,,3.30,27.0,30.5,20,12.4%,,
Will Barton,2012,WING,77.00,78.00,102.5,174.4,81.75,4.75,,3.60,30.0,34.0,0,4.1%,9.00,9.50
Will Blalock,2006,PG,71.25,72.50,96.5,194.0,78.00,6.75,,3.18,35.0,40.0,8,7.2%,,
Will Bynum,2005,COMBO G,70.50,71.50,93.0,188.8,75.50,5.00,,3.00,33.0,40.5,15,,,
Will Clyburn,2013,WING,77.75,79.00,105.0,210.4,84.25,6.50,3.12,3.38,28.0,34.5,3,6.9%,9.25,10.25
Will Conroy,2005,PG,73.00,74.00,96.5,188.6,75.00,2.00,,3.28,30.5,36.5,14,,,
Will McDonald,2003,BIG,81.50,,109.5,258.0,87.50,6.00,,3.42,25.0,32.5,17,13.6%,,
Will Solomon,2001,COMBO G,71.75,,99.5,172.0,81.50,9.75,,3.22,28.5,35.0,4,4.0%,,
William Buford,2012,WING,76.00,77.00,102.0,214.6,81.50,5.50,,3.43,27.5,32.5,8,11.3%,8.75,10.00
Willie Cauley-Stein,2015,BIG,83.25,84.50,111.0,242.4,87.00,3.75,,,,,,6.3%,9.50,9.00
Willie Green,2003,COMBO G,74.50,,100.0,201.0,79.25,4.75,,3.19,28.5,28.5,13,8.0%,,
Willie Warren,2010,COMBO G,74.50,75.75,99.5,208.4,78.00,3.50,,3.50,23.0,31.5,10,7.6%,8.50,9.50
Xavier Henry,2010,WING,77.25,78.50,105.0,210.2,83.25,6.00,,3.18,28.5,36.5,8,4.7%,8.75,10.00
Xavier Thames,2014,PG,74.25,75.50,96.0,187.0,76.00,1.75,3.02,3.48,29.0,32.5,,6.4%,8.25,9.00
